app,category,rating,reviews,size,installs,type,price,content_rating,genres,last_updated,current_ver,android_ver
Sample App 195,FINANCE,2.5,25312,29M,"10,000+",Paid,0,Everyone,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 196,FINANCE,3.3,17728,33M,"1,000+",Paid,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 197,COMMUNICATION,2.6,12576,7M,"10,000+",Paid,0,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 198,EDUCATION,2.0,72413,58M,"1,000+",Free,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 199,SOCIAL,3.0,40374,62M,"1,000,000+",Free,$7.99,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 200,ENTERTAINMENT,2.8,37313,75M,"1,000,000+",Paid,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 201,ENTERTAINMENT,4.6,33396,4M,"1,000+",Paid,$5.99,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 202,COMMUNICATION,1.3,55545,40M,"1,000+",Free,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 203,EDUCATION,4.9,67196,1M,"1,000+",Paid,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 204,TRAVEL,2.1,98991,65M,"1,000+",Paid,$4.99,Everyone,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 205,SHOPPING,1.3,48903,84M,"1,000+",Free,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 206,COMMUNICATION,3.6,27788,80M,"100,000+",Paid,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 207,GAME,1.8,96024,75M,"1,000,000+",Paid,0,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 208,SOCIAL,3.0,74924,47M,"10,000+",Free,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 209,FINANCE,3.3,20900,96M,"10,000+",Free,$6.99,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 210,SHOPPING,2.8,6285,28M,"100,000+",Paid,$6.99,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 211,SHOPPING,3.5,54813,22M,"1,000,000+",Paid,$10.99,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 212,EDUCATION,4.3,74613,73M,"100,000+",Paid,0,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 213,ENTERTAINMENT,3.2,16340,96M,"100,000+",Paid,0,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 214,FINANCE,3.0,71026,100M,"1,000,000+",Paid,0,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 215,FINANCE,4.4,64321,94M,"1,000+",Paid,0,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 216,SHOPPING,3.1,24897,95M,"100,000+",Free,$9.99,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 217,ENTERTAINMENT,4.2,36270,75M,100+,Paid,$7.99,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 218,SHOPPING,4.9,96997,82M,"1,000,000+",Free,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 219,COMMUNICATION,1.1,61872,94M,"1,000+",Free,$4.99,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 220,ENTERTAINMENT,3.8,36370,29M,100+,Paid,0,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 221,SHOPPING,4.9,33242,17M,"100,000+",Paid,$3.99,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 222,SHOPPING,4.7,15862,81M,"10,000+",Paid,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 223,ENTERTAINMENT,1.8,73371,26M,"10,000+",Paid,$3.99,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 224,SOCIAL,1.2,27950,43M,"100,000+",Paid,$7.99,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 225,GAME,4.8,25270,80M,"10,000+",Paid,0,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 226,TRAVEL,4.0,25287,22M,"1,000,000+",Paid,0,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 227,EDUCATION,4.9,63469,52M,"1,000+",Paid,$8.99,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 228,EDUCATION,4.3,91609,60M,"1,000+",Paid,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 229,HEALTH_AND_FITNESS,3.6,83984,43M,"1,000+",Paid,$8.99,Mature 17+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 230,SOCIAL,4.5,89156,15M,"100,000+",Free,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 231,GAME,3.1,48561,37M,"10,000+",Free,0,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 232,HEALTH_AND_FITNESS,2.4,51518,48M,"1,000,000+",Free,0,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 233,ENTERTAINMENT,3.8,79336,80M,"1,000+",Paid,$10.99,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 234,HEALTH_AND_FITNESS,4.0,27446,83M,"1,000,000+",Paid,$10.99,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 235,ENTERTAINMENT,1.4,57529,93M,"10,000+",Free,0,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 236,TRAVEL,1.5,12322,5M,100+,Free,0,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 237,ENTERTAINMENT,3.1,49144,31M,"100,000+",Paid,0,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 238,PRODUCTIVITY,2.7,52016,93M,"10,000+",Paid,0,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 239,GAME,2.6,98590,51M,100+,Free,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 240,PRODUCTIVITY,1.0,42307,1M,"100,000+",Free,0,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 241,EDUCATION,3.5,73912,2M,100+,Free,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 242,FINANCE,4.3,51083,45M,100+,Free,$10.99,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 243,TRAVEL,4.4,25423,22M,"100,000+",Free,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 244,GAME,2.5,86871,35M,"10,000+",Paid,0,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 245,SHOPPING,2.1,6754,59M,"1,000+",Paid,0,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 246,EDUCATION,1.0,95930,37M,"1,000+",Paid,0,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 247,PRODUCTIVITY,3.0,52631,43M,100+,Free,0,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 248,SHOPPING,3.2,20692,87M,"100,000+",Paid,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 249,SHOPPING,2.9,35355,42M,100+,Paid,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 250,COMMUNICATION,1.4,53264,12M,"10,000+",Free,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 251,COMMUNICATION,3.0,83221,41M,"100,000+",Free,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 252,HEALTH_AND_FITNESS,1.7,38483,87M,100+,Paid,$8.99,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 253,FINANCE,4.7,69603,97M,"10,000+",Free,$9.99,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 254,PRODUCTIVITY,4.1,64881,10M,"10,000+",Free,0,Mature 17+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 255,TRAVEL,4.5,8932,99M,"1,000+",Paid,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 256,GAME,3.5,59679,46M,"1,000+",Free,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 257,SOCIAL,4.4,95507,71M,"1,000,000+",Paid,$6.99,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 258,ENTERTAINMENT,4.3,57569,8M,100+,Paid,0,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 259,ENTERTAINMENT,2.8,62878,75M,100+,Free,0,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 260,GAME,3.6,40786,20M,"1,000+",Free,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 261,HEALTH_AND_FITNESS,3.5,64350,26M,"1,000+",Free,$10.99,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 262,EDUCATION,1.7,68143,34M,100+,Paid,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 263,COMMUNICATION,1.7,78874,81M,"1,000,000+",Free,0,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 264,FINANCE,4.5,77459,95M,"100,000+",Free,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 265,HEALTH_AND_FITNESS,1.1,46526,71M,"10,000+",Free,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 266,PRODUCTIVITY,3.1,9609,32M,"1,000+",Free,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 267,SHOPPING,2.2,1118,63M,"1,000,000+",Free,$4.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 268,HEALTH_AND_FITNESS,3.2,64371,100M,"100,000+",Free,$5.99,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 269,SHOPPING,1.9,98056,11M,"10,000+",Free,$3.99,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 270,FINANCE,1.7,5854,15M,"10,000+",Free,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 271,HEALTH_AND_FITNESS,4.5,45013,16M,"100,000+",Paid,0,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 272,EDUCATION,4.3,94122,15M,"100,000+",Paid,$7.99,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 273,TRAVEL,2.8,71709,39M,"10,000+",Free,$3.99,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 274,FINANCE,2.6,97007,7M,"1,000+",Paid,0,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 275,HEALTH_AND_FITNESS,3.6,30955,16M,"10,000+",Free,0,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 276,TRAVEL,2.9,69190,56M,"100,000+",Free,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 277,SHOPPING,4.0,56465,59M,"1,000,000+",Free,$5.99,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 278,PRODUCTIVITY,2.1,36714,10M,"100,000+",Paid,$6.99,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 279,ENTERTAINMENT,3.4,93334,93M,"100,000+",Free,0,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 280,TRAVEL,1.4,55425,56M,"100,000+",Free,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 281,PRODUCTIVITY,4.0,72829,36M,"1,000,000+",Free,$6.99,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 282,ENTERTAINMENT,2.5,96868,75M,"10,000+",Paid,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 283,GAME,4.4,53712,14M,"100,000+",Paid,0,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 284,TRAVEL,2.7,88259,50M,100+,Free,0,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 285,SOCIAL,5.0,18494,77M,100+,Free,0,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 286,FINANCE,3.9,95118,74M,"10,000+",Free,0,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 287,ENTERTAINMENT,1.8,56575,91M,"10,000+",Free,0,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 288,HEALTH_AND_FITNESS,4.1,30705,40M,"1,000,000+",Free,0,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 289,ENTERTAINMENT,2.6,36298,43M,100+,Free,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 290,COMMUNICATION,1.4,84978,17M,"1,000+",Free,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 291,TRAVEL,1.1,31378,10M,"100,000+",Paid,0,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 292,EDUCATION,4.7,34607,13M,100+,Paid,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 293,HEALTH_AND_FITNESS,1.8,96966,70M,"1,000+",Paid,0,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 294,HEALTH_AND_FITNESS,3.9,61084,89M,"100,000+",Free,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 295,SHOPPING,1.6,31453,62M,100+,Free,0,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 296,EDUCATION,3.2,92949,76M,"1,000,000+",Free,0,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 297,PRODUCTIVITY,3.9,32132,93M,"10,000+",Free,0,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 298,GAME,3.2,15918,31M,"10,000+",Free,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 299,SHOPPING,2.7,1395,36M,"1,000,000+",Free,0,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 300,COMMUNICATION,3.5,80331,84M,"1,000+",Paid,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 301,PRODUCTIVITY,2.6,22175,97M,100+,Free,$10.99,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 302,SOCIAL,3.4,40399,89M,"100,000+",Paid,0,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 303,ENTERTAINMENT,1.8,6841,52M,"1,000,000+",Free,$9.99,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 304,GAME,2.9,23902,79M,"10,000+",Free,$5.99,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 305,SOCIAL,2.9,32614,22M,"10,000+",Paid,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 306,COMMUNICATION,2.7,41378,22M,"10,000+",Paid,$8.99,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 307,ENTERTAINMENT,2.4,32932,73M,"10,000+",Paid,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 308,GAME,1.6,18493,17M,"100,000+",Free,$8.99,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 309,ENTERTAINMENT,3.0,27479,24M,"1,000,000+",Free,0,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 310,SHOPPING,4.3,60801,33M,100+,Paid,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 311,EDUCATION,2.5,9627,43M,"1,000+",Paid,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 312,EDUCATION,2.1,9088,31M,"1,000+",Free,$7.99,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 313,GAME,3.6,37977,8M,"1,000+",Paid,0,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 314,ENTERTAINMENT,1.3,75364,34M,"100,000+",Free,0,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 315,COMMUNICATION,4.0,6468,77M,"100,000+",Paid,0,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 316,FINANCE,2.4,58156,62M,100+,Paid,0,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 317,SOCIAL,3.3,13387,97M,"1,000,000+",Paid,0,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 318,PRODUCTIVITY,4.0,95238,7M,100+,Free,0,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 319,COMMUNICATION,3.9,23786,37M,"100,000+",Free,0,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 320,EDUCATION,1.3,33180,91M,"100,000+",Paid,0,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 321,HEALTH_AND_FITNESS,3.4,24070,57M,100+,Free,$7.99,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 322,TRAVEL,4.8,13644,9M,"10,000+",Paid,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 323,SOCIAL,1.5,18483,58M,"1,000,000+",Paid,0,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 324,ENTERTAINMENT,4.2,15392,10M,"10,000+",Paid,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 325,FINANCE,1.0,32344,29M,100+,Free,0,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 326,TRAVEL,3.2,77033,61M,"10,000+",Paid,0,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 327,TRAVEL,2.2,71217,83M,"10,000+",Free,$8.99,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 328,EDUCATION,1.9,3571,71M,"1,000,000+",Free,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 329,HEALTH_AND_FITNESS,3.4,67922,37M,"10,000+",Free,$10.99,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 330,SOCIAL,1.6,15785,2M,"100,000+",Free,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 331,EDUCATION,3.8,18210,33M,"1,000,000+",Free,0,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 332,PRODUCTIVITY,4.2,55288,79M,"10,000+",Free,$6.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 333,EDUCATION,4.9,75784,15M,"100,000+",Free,$4.99,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 334,COMMUNICATION,3.2,71072,17M,"1,000+",Free,$4.99,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 335,TRAVEL,2.2,22536,9M,100+,Paid,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 336,SHOPPING,1.8,96468,48M,100+,Paid,$2.99,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 337,GAME,4.5,83786,54M,"10,000+",Free,$10.99,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 338,SHOPPING,1.3,14883,29M,"1,000+",Paid,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 339,FINANCE,2.0,89924,57M,"100,000+",Free,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 340,PRODUCTIVITY,4.5,10264,94M,"1,000,000+",Free,$6.99,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 341,GAME,1.3,36787,3M,"1,000,000+",Paid,0,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 342,GAME,3.6,45581,61M,"1,000,000+",Free,0,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 343,ENTERTAINMENT,4.7,53292,58M,"100,000+",Free,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 344,SHOPPING,4.6,22759,41M,"10,000+",Paid,0,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 345,SHOPPING,3.6,38350,63M,"1,000+",Paid,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 346,PRODUCTIVITY,2.6,38415,76M,100+,Paid,$1.99,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 347,HEALTH_AND_FITNESS,1.6,6999,63M,"1,000+",Paid,0,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 348,EDUCATION,1.5,10699,62M,"1,000+",Paid,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 349,GAME,2.3,11590,6M,"10,000+",Free,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 350,HEALTH_AND_FITNESS,1.1,27271,99M,"1,000,000+",Paid,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 351,TRAVEL,5.0,67369,94M,"10,000+",Free,$10.99,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 352,COMMUNICATION,4.3,78503,20M,"100,000+",Paid,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 353,COMMUNICATION,3.9,42698,93M,"10,000+",Free,0,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 354,FINANCE,1.9,82853,42M,"1,000,000+",Paid,$10.99,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 355,SOCIAL,4.8,5142,23M,"10,000+",Paid,0,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 356,FINANCE,1.9,10654,94M,100+,Paid,0,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 357,ENTERTAINMENT,3.6,22377,7M,"10,000+",Paid,0,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 358,HEALTH_AND_FITNESS,4.5,69686,59M,"1,000,000+",Free,$4.99,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 359,SOCIAL,2.2,97775,99M,100+,Paid,0,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 360,SOCIAL,1.2,31371,14M,"100,000+",Free,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 361,TRAVEL,2.3,47777,60M,"10,000+",Paid,0,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 362,EDUCATION,4.5,76133,100M,100+,Free,0,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 363,TRAVEL,1.9,50410,15M,"10,000+",Free,$8.99,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 364,GAME,1.5,75293,97M,"1,000,000+",Paid,0,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 365,SHOPPING,4.2,62792,71M,"1,000,000+",Paid,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 366,HEALTH_AND_FITNESS,3.5,92884,96M,"1,000+",Free,0,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 367,FINANCE,3.3,64857,38M,100+,Paid,$2.99,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 368,SOCIAL,2.1,91221,46M,"10,000+",Free,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 369,SHOPPING,1.9,40325,95M,"1,000+",Paid,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 370,TRAVEL,3.3,44225,68M,"10,000+",Free,0,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 371,EDUCATION,2.4,45764,26M,"10,000+",Paid,$8.99,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 372,COMMUNICATION,1.9,94756,24M,"1,000,000+",Paid,0,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 373,PRODUCTIVITY,1.2,76490,43M,"1,000+",Paid,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 374,COMMUNICATION,3.4,17705,89M,"10,000+",Free,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 375,EDUCATION,3.2,36981,26M,"1,000+",Paid,0,Everyone,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 376,COMMUNICATION,4.6,86097,30M,"10,000+",Free,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 377,FINANCE,1.4,29643,43M,"10,000+",Paid,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 378,GAME,3.1,10215,14M,"10,000+",Paid,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 379,SOCIAL,1.9,28628,43M,100+,Paid,$10.99,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 380,SOCIAL,4.5,77386,36M,"1,000+",Free,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 381,SOCIAL,4.7,64979,96M,"10,000+",Paid,0,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 382,SHOPPING,4.3,21859,65M,"100,000+",Free,0,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 383,SHOPPING,2.6,12156,64M,"1,000+",Free,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 384,EDUCATION,3.0,71597,51M,"1,000+",Free,0,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 385,GAME,1.0,49353,12M,"10,000+",Free,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 386,SHOPPING,1.2,79471,77M,"1,000+",Free,$6.99,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 387,PRODUCTIVITY,2.4,213,3M,"100,000+",Paid,$2.99,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
